Mirna,Target,energy,gap_l,gap_r
hsa-miR-375,IGF1,-4.57,4176,4197
hsa-miR-375,IGF1,-2.32,4471,4492
hsa-miR-375,IGF1,-9.77,4697,4720
hsa-miR-375,IGF1,-9.59,5538,5559
hsa-miR-375,IGF1,-11.15,127,149
hsa-miR-375,IGF1,-6.28,2727,2748
hsa-miR-375,IGF1,-6.19,4018,4039
hsa-miR-375,IGF1,-12.39,4668,4689
hsa-miR-375,IGF1,-6.45,5630,5651
hsa-miR-375,IGF1,-9.28,4919,4939
hsa-miR-375,IGF1,-14.9,1747,1768
hsa-miR-375,IGF1,-11.53,2977,2998
hsa-miR-375,IGF1,-12.34,6791,6811
hsa-miR-375,IGF1,-17.24,4548,4569
hsa-miR-375,IGF1,-18.07,1540,1564
hsa-miR-375,IGF1,-7.79,2846,2868
hsa-miR-375,IGF1,-8.41,1222,1243
hsa-miR-375,IGF1,-10.53,3142,3163
hsa-miR-375,IGF1,-7.05,3576,3597
hsa-miR-375,IGF1,-6.85,3676,3697
hsa-miR-375,IGF1,-13.13,4154,4175
hsa-miR-375,IGF1,-9.53,5047,5068
hsa-miR-375,IGF1,-10.05,3033,3055
hsa-miR-375,IGF1,-7.72,2994,3015
hsa-miR-375,IGF1,-8.66,2058,2080
hsa-miR-375,IGF1,-7.4,306,327
hsa-miR-375,IGF1,-10.3,528,549
hsa-miR-375,IGF1,-4.53,628,649
hsa-miR-375,IGF1,-12.83,1512,1533
hsa-miR-375,IGF1,-7.91,2223,2244
hsa-miR-375,IGF1,-5.02,2457,2478
hsa-miR-375,IGF1,-6.99,2560,2581
hsa-miR-375,IGF1,-5.24,3228,3249
hsa-miR-375,IGF1,-5.27,3500,3521
hsa-miR-375,IGF1,-4.57,4010,4031
hsa-miR-375,IGF1,-2.32,4305,4326
hsa-miR-375,IGF1,-9.77,4531,4554
hsa-miR-375,IGF1,-9.59,5372,5393
hsa-miR-375,IGF1,-13.18,682,703
hsa-miR-375,IGF1,-15.21,841,862
hsa-miR-375,IGF1,-12.31,881,903
hsa-miR-378a-3p,RB1,-14.81,4102,4123
hsa-miR-378a-3p,RB1,-20.39,4560,4581
hsa-miR-378a-3p,RB1,-16.16,2579,2604
hsa-miR-378a-3p,RB1,-19.48,2686,2705
hsa-miR-378a-3p,RB1,-12.95,2832,2854
hsa-miR-378a-3p,RB1,-13.83,1320,1341
hsa-miR-378a-3p,RB1,-11.3,2532,2553
hsa-miR-378a-3p,RB1,-14.58,1266,1290
hsa-miR-378a-3p,RB1,-15.18,3249,3271
hsa-miR-378a-3p,RB1,-17.8,3841,3862
hsa-miR-378a-3p,RB1,-19.52,798,818
hsa-miR-378a-3p,RB1,-20.8,2634,2655
hsa-miR-378a-3p,RB1,-10.45,4523,4544
hsa-miR-378a-3p,RB1,-13.25,2032,2052
hsa-miR-378a-3p,RB1,-8.85,4578,4598
hsa-miR-378a-3p,RB1,-11.13,3819,3840
hsa-miR-378a-3p,RB1,-14.55,13,34
hsa-miR-378a-3p,RB1,-15.08,2354,2375
hsa-miR-378a-3p,RB1,-11.32,1499,1520
hsa-miR-378a-3p,RB1,-10.93,533,554
hsa-miR-378a-3p,RB1,-12.09,1083,1104
hsa-miR-378a-3p,RB1,-7.66,1379,1401
hsa-miR-378a-3p,RB1,-15.14,1937,1958
hsa-miR-378a-3p,RB1,-11.97,2057,2078
hsa-miR-378a-3p,RB1,-18.83,2201,2222
hsa-miR-378a-3p,RB1,-14.53,4056,4077
hsa-miR-379-5p,NFIA,-15.21,1521,1542
hsa-miR-379-5p,NFIA,-12.17,5298,5319
hsa-miR-379-5p,NFIA,-10.48,7967,7987
hsa-miR-379-5p,NFIA,-15.22,7108,7125
hsa-miR-379-5p,NFIA,-12.7,3401,3421
hsa-miR-379-5p,NFIA,-10.99,5031,5051
hsa-miR-379-5p,NFIA,-17.71,9217,9239
hsa-miR-379-5p,NFIA,-16.99,240,260
hsa-miR-379-5p,NFIA,-7.56,7032,7052
hsa-miR-379-5p,NFIA,-8.87,4069,4089
hsa-miR-379-5p,NFIA,-11.04,4498,4522
hsa-miR-379-5p,NFIA,-15.87,7275,7294
hsa-miR-379-5p,NFIA,-10.61,2241,2262
hsa-miR-379-5p,NFIA,-11.71,8297,8317
hsa-miR-379-5p,NFIA,-15.99,6011,6030
hsa-miR-379-5p,NFIA,-13.98,4213,4234
hsa-miR-379-5p,NFIA,-11.35,2166,2186
hsa-miR-379-5p,NFIA,-10.89,6763,6783
hsa-miR-379-5p,NFIA,-13.03,7058,7079
hsa-miR-379-5p,NFIA,-15.53,9053,9074
hsa-miR-379-5p,NFIA,-15.31,6045,6062
hsa-miR-379-5p,NFIA,-8.66,882,901
hsa-miR-379-5p,NFIA,-12.07,3902,3920
hsa-miR-379-5p,NFIA,-14.84,6190,6210
hsa-miR-379-5p,NFIA,-11.57,6227,6247
hsa-miR-379-5p,NFIA,-7.52,5452,5472
hsa-miR-379-5p,NFIA,-9.38,6782,6803
hsa-miR-379-5p,NFIA,-9.51,371,391
hsa-miR-379-5p,NFIA,-7.41,1109,1129
hsa-miR-379-5p,NFIA,-17.9,1664,1684
hsa-miR-379-5p,NFIA,-11,2935,2955
hsa-miR-379-5p,NFIA,-14.61,3648,3668
hsa-miR-379-5p,NFIA,-7.98,5162,5182
hsa-miR-379-5p,NFIA,-10.91,6730,6750
hsa-miR-379-5p,NFIA,-10,7094,7114
hsa-miR-379-5p,NFIA,-12.45,8039,8059
hsa-miR-379-5p,NFIA,-10.81,394,414
hsa-miR-379-5p,NFIA,-10.85,667,687
hsa-miR-379-5p,NFIA,-11.28,2641,2661
hsa-miR-379-5p,NFIA,-11.52,3859,3879
hsa-miR-379-5p,NFIA,-9.72,8527,8547
hsa-miR-379-5p,NFIA,-15.77,2415,2436
hsa-miR-379-5p,NFIA,-13.02,5521,5541
hsa-miR-379-5p,NFIA,-12.28,6720,6741
hsa-miR-379-5p,NFIA,-8.82,9193,9213
hsa-miR-379-5p,NFIA,-10.01,4425,4445
hsa-miR-379-5p,NFIA,-13.36,4832,4853
hsa-miR-379-5p,NFIA,-12.9,6400,6422
hsa-miR-379-5p,NFIA,-9.96,1125,1145
hsa-miR-379-5p,NFIA,-12.77,1153,1172
hsa-miR-379-5p,NFIA,-10.29,5335,5354
hsa-miR-379-5p,NFIA,-11.23,5641,5661
hsa-miR-379-5p,NFIA,-8.41,6438,6458
hsa-miR-379-5p,NFIA,-8.26,7252,7272
hsa-miR-379-5p,NFIA,-15.21,1410,1431
hsa-miR-379-5p,NFIA,-12.17,5187,5208
hsa-miR-379-5p,NFIA,-10.48,7856,7876
hsa-miR-379-5p,NFIA,-15.22,6997,7014
hsa-miR-379-5p,NFIA,-12.7,3290,3310
hsa-miR-379-5p,NFIA,-10.99,4920,4940
hsa-miR-379-5p,NFIA,-17.71,9106,9128
hsa-miR-379-5p,NFIA,-7.56,6921,6941
hsa-miR-379-5p,NFIA,-8.87,3958,3978
hsa-miR-379-5p,NFIA,-11.04,4387,4411
hsa-miR-379-5p,NFIA,-15.87,7164,7183
hsa-miR-379-5p,NFIA,-10.61,2130,2151
hsa-miR-379-5p,NFIA,-11.71,8186,8206
hsa-miR-379-5p,NFIA,-15.99,5900,5919
hsa-miR-379-5p,NFIA,-13.98,4102,4123
hsa-miR-379-5p,NFIA,-12.6,219,242
hsa-miR-379-5p,NFIA,-11.35,2055,2075
hsa-miR-379-5p,NFIA,-10.89,6652,6672
hsa-miR-379-5p,NFIA,-13.03,6947,6968
hsa-miR-379-5p,NFIA,-15.53,8942,8963
hsa-miR-379-5p,NFIA,-15.31,5934,5951
hsa-miR-379-5p,NFIA,-8.66,771,790
hsa-miR-379-5p,NFIA,-12.07,3791,3809
hsa-miR-379-5p,NFIA,-14.84,6079,6099
hsa-miR-379-5p,NFIA,-11.57,6116,6136
hsa-miR-379-5p,NFIA,-7.52,5341,5361
hsa-miR-379-5p,NFIA,-9.38,6671,6692
hsa-miR-379-5p,NFIA,-9.51,260,280
hsa-miR-379-5p,NFIA,-7.41,998,1018
hsa-miR-379-5p,NFIA,-17.9,1553,1573
hsa-miR-379-5p,NFIA,-11,2824,2844
hsa-miR-379-5p,NFIA,-14.61,3537,3557
hsa-miR-379-5p,NFIA,-7.98,5051,5071
hsa-miR-379-5p,NFIA,-10.91,6619,6639
hsa-miR-379-5p,NFIA,-10,6983,7003
hsa-miR-379-5p,NFIA,-12.45,7928,7948
hsa-miR-379-5p,NFIA,-10.81,283,303
hsa-miR-379-5p,NFIA,-10.85,556,576
hsa-miR-379-5p,NFIA,-11.28,2530,2550
hsa-miR-379-5p,NFIA,-11.52,3748,3768
hsa-miR-379-5p,NFIA,-9.72,8416,8436
hsa-miR-379-5p,NFIA,-15.77,2304,2325
hsa-miR-379-5p,NFIA,-13.02,5410,5430
hsa-miR-379-5p,NFIA,-12.28,6609,6630
hsa-miR-379-5p,NFIA,-8.82,9082,9102
hsa-miR-379-5p,NFIA,-10.01,4314,4334
hsa-miR-379-5p,NFIA,-13.36,4721,4742
hsa-miR-379-5p,NFIA,-12.9,6289,6311
hsa-miR-379-5p,NFIA,-11.1,103,123
hsa-miR-379-5p,NFIA,-9.96,1014,1034
hsa-miR-379-5p,NFIA,-12.77,1042,1061
hsa-miR-379-5p,NFIA,-10.29,5224,5243
hsa-miR-379-5p,NFIA,-11.23,5530,5550
hsa-miR-379-5p,NFIA,-8.41,6327,6347
hsa-miR-379-5p,NFIA,-8.26,7141,7161
hsa-miR-379-5p,NFIA,-15.21,1677,1698
hsa-miR-379-5p,NFIA,-12.17,5454,5475
hsa-miR-379-5p,NFIA,-10.48,8123,8143
hsa-miR-379-5p,NFIA,-15.22,7264,7281
hsa-miR-379-5p,NFIA,-12.7,3557,3577
hsa-miR-379-5p,NFIA,-10.99,5187,5207
hsa-miR-379-5p,NFIA,-17.71,9373,9395
hsa-miR-379-5p,NFIA,-7.56,7188,7208
hsa-miR-379-5p,NFIA,-8.87,4225,4245
hsa-miR-379-5p,NFIA,-11.04,4654,4678
hsa-miR-379-5p,NFIA,-15.87,7431,7450
hsa-miR-379-5p,NFIA,-10.61,2397,2418
hsa-miR-379-5p,NFIA,-11.71,8453,8473
hsa-miR-379-5p,NFIA,-15.99,6167,6186
hsa-miR-379-5p,NFIA,-13.98,4369,4390
hsa-miR-379-5p,NFIA,-12.6,486,509
hsa-miR-379-5p,NFIA,-11.35,2322,2342
hsa-miR-379-5p,NFIA,-10.89,6919,6939
hsa-miR-379-5p,NFIA,-13.03,7214,7235
hsa-miR-379-5p,NFIA,-15.53,9209,9230
hsa-miR-379-5p,NFIA,-15.31,6201,6218
hsa-miR-379-5p,NFIA,-8.66,1038,1057
hsa-miR-379-5p,NFIA,-12.07,4058,4076
hsa-miR-379-5p,NFIA,-14.84,6346,6366
hsa-miR-379-5p,NFIA,-11.57,6383,6403
hsa-miR-379-5p,NFIA,-7.52,5608,5628
hsa-miR-379-5p,NFIA,-9.38,6938,6959
hsa-miR-379-5p,NFIA,-9.51,527,547
hsa-miR-379-5p,NFIA,-7.41,1265,1285
hsa-miR-379-5p,NFIA,-17.9,1820,1840
hsa-miR-379-5p,NFIA,-11,3091,3111
hsa-miR-379-5p,NFIA,-14.61,3804,3824
hsa-miR-379-5p,NFIA,-7.98,5318,5338
hsa-miR-379-5p,NFIA,-10.91,6886,6906
hsa-miR-379-5p,NFIA,-10,7250,7270
hsa-miR-379-5p,NFIA,-12.45,8195,8215
hsa-miR-379-5p,NFIA,-10.81,550,570
hsa-miR-379-5p,NFIA,-10.85,823,843
hsa-miR-379-5p,NFIA,-11.28,2797,2817
hsa-miR-379-5p,NFIA,-11.52,4015,4035
hsa-miR-379-5p,NFIA,-9.72,8683,8703
hsa-miR-379-5p,NFIA,-15.77,2571,2592
hsa-miR-379-5p,NFIA,-13.02,5677,5697
hsa-miR-379-5p,NFIA,-12.28,6876,6897
hsa-miR-379-5p,NFIA,-8.82,9349,9369
hsa-miR-379-5p,NFIA,-10.01,4581,4601
hsa-miR-379-5p,NFIA,-13.36,4988,5009
hsa-miR-379-5p,NFIA,-12.9,6556,6578
hsa-miR-379-5p,NFIA,-9.96,1281,1301
hsa-miR-379-5p,NFIA,-12.77,1309,1328
hsa-miR-379-5p,NFIA,-10.29,5491,5510
hsa-miR-379-5p,NFIA,-11.23,5797,5817
hsa-miR-379-5p,NFIA,-8.41,6594,6614
hsa-miR-379-5p,NFIA,-8.26,7408,7428
hsa-miR-379-5p,NFIA,-12.17,5362,5383
hsa-miR-379-5p,NFIA,-10.48,8031,8051
hsa-miR-379-5p,NFIA,-15.22,7172,7189
hsa-miR-379-5p,NFIA,-12.7,3465,3485
hsa-miR-379-5p,NFIA,-10.99,5095,5115
hsa-miR-379-5p,NFIA,-17.71,9281,9303
hsa-miR-379-5p,NFIA,-7.56,7096,7116
hsa-miR-379-5p,NFIA,-8.87,4133,4153
hsa-miR-379-5p,NFIA,-11.04,4562,4586
hsa-miR-379-5p,NFIA,-15.87,7339,7358
hsa-miR-379-5p,NFIA,-10.61,2305,2326
hsa-miR-379-5p,NFIA,-11.71,8361,8381
hsa-miR-379-5p,NFIA,-15.99,6075,6094
hsa-miR-379-5p,NFIA,-13.98,4277,4298
hsa-miR-379-5p,NFIA,-11.35,2230,2250
hsa-miR-379-5p,NFIA,-10.89,6827,6847
hsa-miR-379-5p,NFIA,-13.03,7122,7143
hsa-miR-379-5p,NFIA,-15.53,9117,9138
hsa-miR-379-5p,NFIA,-15.31,6109,6126
hsa-miR-379-5p,NFIA,-12.07,3966,3984
hsa-miR-379-5p,NFIA,-14.84,6254,6274
hsa-miR-379-5p,NFIA,-11.57,6291,6311
hsa-miR-379-5p,NFIA,-7.52,5516,5536
hsa-miR-379-5p,NFIA,-9.38,6846,6867
hsa-miR-379-5p,NFIA,-11,2999,3019
hsa-miR-379-5p,NFIA,-14.61,3712,3732
hsa-miR-379-5p,NFIA,-7.98,5226,5246
hsa-miR-379-5p,NFIA,-10.91,6794,6814
hsa-miR-379-5p,NFIA,-10,7158,7178
hsa-miR-379-5p,NFIA,-12.45,8103,8123
hsa-miR-379-5p,NFIA,-11.28,2705,2725
hsa-miR-379-5p,NFIA,-11.52,3923,3943
hsa-miR-379-5p,NFIA,-9.72,8591,8611
hsa-miR-379-5p,NFIA,-15.77,2479,2500
hsa-miR-379-5p,NFIA,-13.02,5585,5605
hsa-miR-379-5p,NFIA,-12.28,6784,6805
hsa-miR-379-5p,NFIA,-8.82,9257,9277
hsa-miR-379-5p,NFIA,-10.01,4489,4509
hsa-miR-379-5p,NFIA,-13.36,4896,4917
hsa-miR-379-5p,NFIA,-12.9,6464,6486
hsa-miR-379-5p,NFIA,-10.29,5399,5418
hsa-miR-379-5p,NFIA,-11.23,5705,5725
hsa-miR-379-5p,NFIA,-8.41,6502,6522
hsa-miR-379-5p,NFIA,-8.26,7316,7336
hsa-miR-382-5p,RB1,-12.48,1364,1387
hsa-miR-382-5p,RB1,-7.65,3008,3028
hsa-miR-382-5p,RB1,-10.03,1769,1792
hsa-miR-382-5p,RB1,-11.94,2862,2883
hsa-miR-382-5p,RB1,-11.87,3398,3419
hsa-miR-382-5p,RB1,-13.93,948,968
hsa-miR-382-5p,RB1,-15.58,1489,1511
hsa-miR-382-5p,RB1,-12.35,1300,1322
hsa-miR-382-5p,RB1,-8.91,3666,3687
hsa-miR-382-5p,RB1,-10.45,4462,4482
hsa-miR-382-5p,RB1,-16.87,2151,2174
hsa-miR-382-5p,RB1,-11.19,1198,1219
hsa-miR-382-5p,RB1,-6.95,3859,3881
hsa-miR-382-5p,RB1,-7.8,4715,4736
hsa-miR-382-5p,RB1,-13.36,873,894
hsa-miR-382-5p,RB1,-14.56,3361,3382
hsa-miR-382-5p,RB1,-7.31,1587,1609
hsa-miR-382-5p,RB1,-11.95,4260,4281
hsa-miR-382-5p,RB1,-8.65,3271,3296
hsa-miR-382-5p,RB1,-10.63,706,726
hsa-miR-382-5p,RB1,-7.59,3641,3662
hsa-miR-382-5p,RB1,-9,1422,1444
hsa-miR-382-5p,RB1,-12.18,3612,3636
hsa-miR-382-5p,RB1,-13.17,2043,2067
hsa-miR-382-5p,RB1,-12.12,2521,2542
hsa-miR-382-5p,RB1,-8.47,2329,2349
hsa-miR-382-5p,RB1,-12.02,2772,2792
hsa-miR-382-5p,RB1,-8.28,4187,4208
hsa-miR-382-5p,RB1,-11.95,2619,2640
hsa-miR-382-5p,RB1,-13.07,3042,3063
hsa-miR-382-5p,RB1,-6.53,4278,4301
hsa-miR-382-5p,RB1,-7.13,677,698
hsa-miR-382-5p,RB1,-19.88,906,927
hsa-miR-382-5p,RB1,-13.03,1564,1585
hsa-miR-382-5p,RB1,-13.02,2969,2990
hsa-miR-382-5p,RB1,-12.55,1332,1355
hsa-miR-382-5p,RB1,-9.96,1549,1571
hsa-miR-382-5p,RB1,-7.67,4697,4719
hsa-miR-382-5p,RB1,-14,121,141
hsa-miR-382-5p,RB1,-11.26,1172,1194
hsa-miR-382-5p,RB1,-12.81,1677,1701
hsa-miR-382-5p,RB1,-9.64,3882,3904
hsa-miR-382-5p,RB1,-6.99,639,661
hsa-miR-382-5p,RB1,-4.39,1034,1054
hsa-miR-382-5p,RB1,-9.51,378,399
hsa-miR-382-5p,RB1,-6.62,538,559
hsa-miR-382-5p,RB1,-10.97,547,568
hsa-miR-382-5p,RB1,-12.52,1896,1917
hsa-miR-382-5p,RB1,-6.06,2419,2440
hsa-miR-382-5p,RB1,-8.27,823,844
hsa-miR-382-5p,RB1,-15.46,2595,2613
hsa-miR-382-5p,RB1,-9.4,3107,3125
hsa-miR-382-5p,RB1,-11.53,1119,1139
hsa-miR-382-5p,RB1,-10.43,3169,3192
hsa-miR-382-5p,RB1,-9.32,4114,4134
hsa-miR-382-5p,RB1,-8.32,4172,4192
hsa-miR-382-5p,RB1,-5.16,4733,4755
hsa-miR-382-5p,RB1,-11.01,366,390
hsa-miR-382-5p,RB1,-9.89,659,680
hsa-miR-382-5p,RB1,-7.3,989,1010
hsa-miR-382-5p,RB1,-10.24,1574,1595
hsa-miR-382-5p,RB1,-7.24,2004,2025
hsa-miR-382-5p,RB1,-10.23,2923,2944
hsa-miR-382-5p,RB1,-5.64,4417,4438
hsa-miR-382-5p,RB1,-5.52,4424,4445
hsa-miR-382-5p,RB1,-7.5,4535,4556
hsa-miR-382-5p,RB1,-11.66,4591,4612
hsa-miR-342-3p,RB1,-16.7,2159,2183
hsa-miR-342-3p,RB1,-9.88,4254,4275
hsa-miR-342-3p,RB1,-15.92,3528,3551
hsa-miR-342-3p,RB1,-11.59,3089,3112
hsa-miR-342-3p,RB1,-10.62,3244,3266
hsa-miR-342-3p,RB1,-10.45,1451,1473
hsa-miR-342-3p,RB1,-11.45,2724,2743
hsa-miR-342-3p,RB1,-12.54,443,465
hsa-miR-342-3p,RB1,-6.19,3151,3173
hsa-miR-342-3p,RB1,-6.49,655,677
hsa-miR-342-3p,RB1,-7.04,1807,1829
hsa-miR-342-3p,RB1,-9.48,2146,2168
hsa-miR-342-3p,RB1,-5.52,2996,3018
hsa-miR-342-3p,QKI,-15.76,2775,2797
hsa-miR-342-3p,QKI,-18.4,5266,5290
hsa-miR-342-3p,QKI,-16.64,8842,8864
hsa-miR-342-3p,QKI,-14.63,8904,8927
hsa-miR-342-3p,QKI,-14.29,5855,5877
hsa-miR-342-3p,QKI,-11.88,8212,8234
hsa-miR-342-3p,QKI,-24.74,11774,11796
hsa-miR-342-3p,QKI,-8.74,13586,13609
hsa-miR-342-3p,QKI,-10.59,1921,1943
hsa-miR-342-3p,QKI,-8.98,10870,10892
hsa-miR-342-3p,QKI,-18,12743,12767
hsa-miR-342-3p,QKI,-7.99,14857,14883
hsa-miR-342-3p,QKI,-7.68,11672,11696
hsa-miR-342-3p,QKI,-16.98,3623,3646
hsa-miR-342-3p,QKI,-10.87,11817,11839
hsa-miR-342-3p,QKI,-11.01,13479,13504
hsa-miR-342-3p,QKI,-19.39,13644,13669
hsa-miR-342-3p,QKI,-15.39,5253,5275
hsa-miR-342-3p,QKI,-20.67,13630,13651
hsa-miR-342-3p,QKI,-20.67,516,536
hsa-miR-342-3p,QKI,-12.93,2098,2120
hsa-miR-342-3p,QKI,-5.48,6229,6251
hsa-miR-342-3p,QKI,-9.93,10339,10359
hsa-miR-342-3p,QKI,-12.71,13366,13392
hsa-miR-342-3p,QKI,-10.54,13553,13575
hsa-miR-342-3p,QKI,-11.07,14,36
hsa-miR-342-3p,QKI,-8.55,1891,1913
hsa-miR-342-3p,QKI,-10.18,11071,11095
hsa-miR-342-3p,QKI,-18.31,6641,6663
hsa-miR-342-3p,QKI,-11.69,12504,12525
hsa-miR-342-3p,QKI,-5.57,4676,4698
hsa-miR-342-3p,QKI,-9.5,8666,8688
hsa-miR-342-3p,QKI,-7.68,7705,7727
hsa-miR-342-3p,QKI,-10.83,10088,10109
hsa-miR-342-3p,QKI,-13.61,14035,14057
hsa-miR-342-3p,QKI,-11.53,760,782
hsa-miR-342-3p,QKI,-8.83,14185,14207
hsa-miR-342-3p,QKI,-8.23,6751,6773
hsa-miR-342-3p,QKI,-7.92,9223,9247
hsa-miR-342-3p,QKI,-4.02,9942,9964
hsa-miR-342-3p,QKI,-6.34,12348,12370
hsa-miR-342-3p,QKI,-4.68,15354,15377
hsa-miR-342-3p,QKI,-11.95,274,296
hsa-miR-342-3p,QKI,-8.88,2377,2399
hsa-miR-342-3p,QKI,-7.71,4166,4188
hsa-miR-342-3p,QKI,-5.89,4426,4448
hsa-miR-342-3p,QKI,-11.21,4508,4530
hsa-miR-342-3p,QKI,-8.67,4529,4551
hsa-miR-342-3p,QKI,-8.92,5082,5104
hsa-miR-342-3p,QKI,-13.37,5091,5113
hsa-miR-342-3p,QKI,-6.63,5292,5314
hsa-miR-342-3p,QKI,-6.1,5627,5649
hsa-miR-342-3p,QKI,-7.83,6866,6888
hsa-miR-342-3p,QKI,-9.58,7310,7332
hsa-miR-342-3p,QKI,-5.93,8333,8355
hsa-miR-342-3p,QKI,-6.55,9073,9095
hsa-miR-342-3p,QKI,-5.98,9712,9734
hsa-miR-342-3p,QKI,-8.58,9807,9829
hsa-miR-342-3p,QKI,-4.25,10229,10251
hsa-miR-342-3p,QKI,-12.32,12207,12229
hsa-miR-342-3p,QKI,-19.53,12833,12856
hsa-miR-342-3p,QKI,-9.73,12914,12936
hsa-miR-342-3p,QKI,-9.51,13658,13680
hsa-miR-342-3p,QKI,-9.27,14369,14391
hsa-miR-342-3p,QKI,-9.16,15072,15094
hsa-miR-342-3p,QKI,-8.01,15822,15844
hsa-miR-342-3p,QKI,-15.76,1828,1850
hsa-miR-342-3p,QKI,-18.4,4319,4343
hsa-miR-342-3p,QKI,-16.64,7895,7917
hsa-miR-342-3p,QKI,-14.63,7957,7980
hsa-miR-342-3p,QKI,-14.29,4908,4930
hsa-miR-342-3p,QKI,-11.88,7265,7287
hsa-miR-342-3p,QKI,-24.74,10827,10849
hsa-miR-342-3p,QKI,-8.74,12639,12662
hsa-miR-342-3p,QKI,-8.98,9923,9945
hsa-miR-342-3p,QKI,-18,11796,11820
hsa-miR-342-3p,QKI,-7.99,13910,13936
hsa-miR-342-3p,QKI,-7.68,10725,10749
hsa-miR-342-3p,QKI,-16.98,2676,2699
hsa-miR-342-3p,QKI,-10.87,10870,10892
hsa-miR-342-3p,QKI,-11.01,12532,12557
hsa-miR-342-3p,QKI,-19.39,12697,12722
hsa-miR-342-3p,QKI,-15.39,4306,4328
hsa-miR-342-3p,QKI,-20.67,12683,12704
hsa-miR-342-3p,QKI,-5.48,5282,5304
hsa-miR-342-3p,QKI,-9.93,9392,9412
hsa-miR-342-3p,QKI,-12.71,12419,12445
hsa-miR-342-3p,QKI,-10.54,12606,12628
hsa-miR-342-3p,QKI,-10.18,10124,10148
hsa-miR-342-3p,QKI,-18.31,5694,5716
hsa-miR-342-3p,QKI,-11.69,11557,11578
hsa-miR-342-3p,QKI,-5.57,3729,3751
hsa-miR-342-3p,QKI,-9.5,7719,7741
hsa-miR-342-3p,QKI,-7.68,6758,6780
hsa-miR-342-3p,QKI,-10.83,9141,9162
hsa-miR-342-3p,QKI,-13.61,13088,13110
hsa-miR-342-3p,QKI,-8.83,13238,13260
hsa-miR-342-3p,QKI,-8.23,5804,5826
hsa-miR-342-3p,QKI,-7.92,8276,8300
hsa-miR-342-3p,QKI,-4.02,8995,9017
hsa-miR-342-3p,QKI,-6.34,11401,11423
hsa-miR-342-3p,QKI,-4.68,14407,14430
hsa-miR-342-3p,QKI,-7.71,3219,3241
hsa-miR-342-3p,QKI,-5.89,3479,3501
hsa-miR-342-3p,QKI,-11.21,3561,3583
hsa-miR-342-3p,QKI,-8.67,3582,3604
hsa-miR-342-3p,QKI,-8.92,4135,4157
hsa-miR-342-3p,QKI,-13.37,4144,4166
hsa-miR-342-3p,QKI,-6.63,4345,4367
hsa-miR-342-3p,QKI,-6.1,4680,4702
hsa-miR-342-3p,QKI,-7.83,5919,5941
hsa-miR-342-3p,QKI,-9.58,6363,6385
hsa-miR-342-3p,QKI,-5.93,7386,7408
hsa-miR-342-3p,QKI,-6.55,8126,8148
hsa-miR-342-3p,QKI,-5.98,8765,8787
hsa-miR-342-3p,QKI,-8.58,8860,8882
hsa-miR-342-3p,QKI,-4.25,9282,9304
hsa-miR-342-3p,QKI,-12.32,11260,11282
hsa-miR-342-3p,QKI,-19.53,11886,11909
hsa-miR-342-3p,QKI,-9.73,11967,11989
hsa-miR-342-3p,QKI,-9.51,12711,12733
hsa-miR-342-3p,QKI,-9.27,13422,13444
hsa-miR-342-3p,QKI,-9.16,14125,14147
hsa-miR-342-3p,QKI,-8.01,14875,14897
hsa-miR-342-3p,QKI,-18.4,3040,3064
hsa-miR-342-3p,QKI,-16.64,6616,6638
hsa-miR-342-3p,QKI,-14.63,6678,6701
hsa-miR-342-3p,QKI,-14.29,3629,3651
hsa-miR-342-3p,QKI,-11.88,5986,6008
hsa-miR-342-3p,QKI,-24.74,9548,9570
hsa-miR-342-3p,QKI,-8.74,11360,11383
hsa-miR-342-3p,QKI,-8.98,8644,8666
hsa-miR-342-3p,QKI,-18,10517,10541
hsa-miR-342-3p,QKI,-7.99,12631,12657
hsa-miR-342-3p,QKI,-7.68,9446,9470
hsa-miR-342-3p,QKI,-10.87,9591,9613
hsa-miR-342-3p,QKI,-11.01,11253,11278
hsa-miR-342-3p,QKI,-19.39,11418,11443
hsa-miR-342-3p,QKI,-15.39,3027,3049
hsa-miR-342-3p,QKI,-20.67,11404,11425
hsa-miR-342-3p,QKI,-5.48,4003,4025
hsa-miR-342-3p,QKI,-9.93,8113,8133
hsa-miR-342-3p,QKI,-12.71,11140,11166
hsa-miR-342-3p,QKI,-10.54,11327,11349
hsa-miR-342-3p,QKI,-10.18,8845,8869
hsa-miR-342-3p,QKI,-18.31,4415,4437
hsa-miR-342-3p,QKI,-11.69,10278,10299
hsa-miR-342-3p,QKI,-5.57,2450,2472
hsa-miR-342-3p,QKI,-9.5,6440,6462
hsa-miR-342-3p,QKI,-7.68,5479,5501
hsa-miR-342-3p,QKI,-10.83,7862,7883
hsa-miR-342-3p,QKI,-13.61,11809,11831
hsa-miR-342-3p,QKI,-8.83,11959,11981
hsa-miR-342-3p,QKI,-8.23,4525,4547
hsa-miR-342-3p,QKI,-7.92,6997,7021
hsa-miR-342-3p,QKI,-4.02,7716,7738
hsa-miR-342-3p,QKI,-6.34,10122,10144
hsa-miR-342-3p,QKI,-4.68,13128,13151
hsa-miR-342-3p,QKI,-7.71,1940,1962
hsa-miR-342-3p,QKI,-5.89,2200,2222
hsa-miR-342-3p,QKI,-11.21,2282,2304
hsa-miR-342-3p,QKI,-8.67,2303,2325
